,interval,mean_percent,upper_hpd_log_95,lower_hpd_log_95,upper_hpd_log_50,lower_hpd_log_50,days,date
0,0,0.47005535411206545,0.6046660095823566,0.3153962583427086,0.49327561212186477,0.38924702864553734,0,2022-03-06
0,1,0.4577571816199122,0.6038267742970637,0.31199400906100755,0.4840919323355224,0.3867972957981536,1,2022-03-05
0,2,0.4386443448052445,0.5797380934788078,0.2926354031579238,0.48044200166392537,0.3833885117057178,2,2022-03-04
0,3,0.5143164879755159,0.6588221369014647,0.3805975145925609,0.5518217271299658,0.459553455339213,3,2022-03-03
0,4,0.5411811366021927,0.6982345276059968,0.40247616650518836,0.5979189934187464,0.4934021685821102,4,2022-03-02
0,5,0.5292817316306622,0.6782811923021732,0.3883720193385871,0.5616141181367503,0.4569234402990283,5,2022-03-01
0,6,0.552527336229215,0.7218143197809213,0.4004067330669001,0.5950680322278942,0.4760561181634442,6,2022-02-28
0,7,0.5227859812808222,0.660674712695693,0.37510748987726317,0.5717552321473355,0.472472057198456,7,2022-02-27
0,8,0.5168326633349625,0.6557830285103601,0.3677875205961337,0.5607082653741016,0.4577019019045992,8,2022-02-26
0,9,0.5091831567247701,0.6459991206765571,0.35136171356945367,0.5584262693392356,0.46205006692965866,9,2022-02-25
0,10,0.4954765760540908,0.6389154492247027,0.3659953463103096,0.5283595715072769,0.43378272468781526,10,2022-02-24
0,11,0.47528933028687104,0.6116645849914506,0.33751213611997055,0.5174819637263924,0.4244218290090657,11,2022-02-23
0,12,0.4447947747361194,0.5811179829300079,0.3175622904038475,0.46240097613433273,0.37240583512905645,12,2022-02-22
0,13,0.4272360167169646,0.5719146743206158,0.3017850135305346,0.45111590043759875,0.3615460479914565,13,2022-02-21
0,14,0.4618585036145452,0.5959315292198142,0.34190524072254663,0.5145394599417508,0.4317670577797028,14,2022-02-20
0,15,0.44864985385628076,0.56218028500974,0.33405232106597205,0.47416822459253616,0.398812401409641,15,2022-02-19
0,16,0.4698841456203495,0.6005872207149177,0.3615826962815966,0.4968407222865214,0.4171358235406045,16,2022-02-18
0,17,0.4390948222830003,0.5684087242585204,0.3416955433971593,0.4674763922334079,0.3973072052292559,17,2022-02-17
0,18,0.4573956192121297,0.5968450869376413,0.35707044775636093,0.4938691044918757,0.42027943599752854,18,2022-02-16
0,19,0.45138910773513,0.56707607596051,0.32783359956631686,0.483271923228661,0.4042124883277543,19,2022-02-15
0,20,0.38507506148099113,0.5282744135587158,0.2717145332868006,0.400358006956199,0.3291001098652222,20,2022-02-14
0,21,0.38982539950096284,0.5037337349215711,0.2773822022533777,0.4186263987039976,0.34624910553439064,21,2022-02-13
0,22,0.39540062550178773,0.502189532790753,0.2767046701765652,0.42624714808315717,0.3547471454011746,22,2022-02-12
0,23,0.4101650442797171,0.53879386187348,0.31815074196520454,0.43926136992189374,0.3720096181870843,23,2022-02-11
0,24,0.4255128488087665,0.527158351030089,0.31185219265948527,0.4593209162930037,0.39365946158768333,24,2022-02-10
0,25,0.4400999241383426,0.5503644414195714,0.3345469195388117,0.47219515667114537,0.40503369203276407,25,2022-02-09
0,26,0.48628643298136714,0.6209796474353991,0.36704064959053295,0.5036061261518195,0.41376087403756806,26,2022-02-08
0,27,0.47751797315699357,0.6236046854651267,0.36633008606942247,0.52975004435558,0.4489032842702458,27,2022-02-07
0,28,0.42444831124342086,0.5368552924974457,0.32548451496902125,0.4556240765051569,0.3889370160433962,28,2022-02-06
0,29,0.41962920727455016,0.5205916136531209,0.32047180341424375,0.44944860866305075,0.38459799258128086,29,2022-02-05
0,30,0.3972638265805431,0.49475072908862394,0.312393481353382,0.41740298098397244,0.3587453972605624,30,2022-02-04
0,31,0.399350346982268,0.4829886514747009,0.3139181633484822,0.4175285865802494,0.36598101810846945,31,2022-02-03
0,32,0.38378896614202673,0.46988102951636307,0.32278965337368476,0.40610407067181525,0.360291247993204,32,2022-02-02
0,33,0.37313768775447853,0.44910073976422227,0.30127342671052476,0.3856732115193457,0.3411327352894979,33,2022-02-01
0,34,0.3919670669109561,0.4818067658885895,0.3302609417617861,0.4073168505655378,0.3597544294236376,34,2022-01-31
0,35,0.3928980803498369,0.4645833738532201,0.3090558315332116,0.4093963676241836,0.3548997494586469,35,2022-01-30
0,36,0.37691906676539133,0.46154364705182976,0.2940171060379709,0.4087993338411654,0.34786041804707873,36,2022-01-29
0,37,0.35711514884604284,0.44680236771276305,0.2660358792518291,0.381690893365815,0.3180945124539597,37,2022-01-28
0,38,0.3388469547842696,0.42558696954385644,0.23903348758663157,0.35532291821192097,0.2955650021670908,38,2022-01-27
0,39,0.33912488921485107,0.4292585422674905,0.2528051870997936,0.359566096825389,0.2991531202967306,39,2022-01-26
0,40,0.34323730297401966,0.43038012416662313,0.25430394167107573,0.36493239690768753,0.3026902158534783,40,2022-01-25
0,41,0.35393151752251195,0.44312984882814865,0.2614431504745351,0.38456836696906493,0.3197596231356717,41,2022-01-24
0,42,0.38089641602620117,0.4735401654277462,0.3020139542311704,0.4075983395996144,0.34715503499775624,42,2022-01-23
