USA/WA-UW-21042993213/2021,9,North_King_County,2021-04-29,True,9
USA/WA-S8135/2021,12,North_King_County,2021-04-09,True,12
USA/WA-CDC-UW21051213031/2021,13,North_King_County,2021-05-12,True,13
USA/WA-UW-67811/2021,25,South_King_County,2021-03-20,False,24
USA/WA-S8170/2021,25,North_King_County,2021-03-29,False,24
USA/WA-UW-21042266196/2021,25,North_King_County,2021-04-22,False,24
USA/WA-UW-21041753921/2021,25,North_King_County,2021-04-17,False,24
USA/WA-UW-67355/2021,28,North_King_County,2021-03-15,True,27
USA/WA-UW-21041722317/2021,32,North_King_County,2021-04-17,False,31
USA/WA-UW-2021041442304/2021,33,North_King_County,2021-04-14,True,32
USA/WA-S5499/2021,38,North_King_County,2021-02-28,True,37
USA/WA-UW-2021040645885/2021,39,North_King_County,2021-04-06,False,38
USA/WA-UW-2021040600348/2021,39,North_King_County,2021-04-06,False,38
USA/WA-UW-21042800996/2021,45,North_King_County,2021-04-28,True,43
USA/WA-Altius-ALTCOV-4QSAQFQAPTI6VISY/2021,47,South_King_County,2021-06-05,True,45
USA/WA-Altius-ALTCOV-G6GGWSNOAF3LABAN/2021,47,South_King_County,2021-06-07,False,45
USA/WA-CDC-UW21051317535/2021,54,South_King_County,2021-05-13,True,52
USA/WA-UW-21042051353/2021,56,North_King_County,2021-04-20,True,54
USA/WA-UW-2021041381286/2021,57,South_King_County,2021-04-13,True,55
USA/WA-CDC-UW21050627355/2021,59,North_King_County,2021-05-06,True,57
USA/WA-UW-21050827557/2021,62,South_King_County,2021-05-08,True,60
USA/WA-UW-69310/2021,63,North_King_County,2021-03-26,True,61
USA/WA-CDC-UW21051047046/2021,65,North_King_County,2021-05-10,True,63
USA/WA-UW-21042988540/2021,67,South_King_County,2021-04-29,True,65
USA/WA-Altius-ALTCOV-R75WUUUCLHSSC5X6/2021,69,South_King_County,2021-04-22,False,67
USA/WA-CDC-UW21060796023/2021,70,South_King_County,2021-06-07,True,68
USA/WA-CDC-UW21061444411/2021,74,North_King_County,2021-06-14,True,72
USA/WA-UW-21041973636/2021,79,South_King_County,2021-04-19,True,77
USA/WA-Altius-ALTCOV-6CM6XQQRIEIIRUW6/2021,81,South_King_County,2021-05-07,True,79
USA/WA-UW-21042221421/2021,82,South_King_County,2021-04-22,True,80
USA/WA-S9016/2021,83,South_King_County,2021-06-03,True,81
USA/WA-S9008/2021,83,South_King_County,2021-06-03,False,81
USA/WA-CDC-UW21060184849/2021,85,North_King_County,2021-06-01,True,83
USA/WA-CDC-UW21060172061/2021,85,North_King_County,2021-06-01,False,83
USA/WA-Altius-ALTCOV-JFYNXARWULX73DQQ/2021,86,South_King_County,2021-06-19,False,84
USA/WA-Altius-ALTCOV-2FXD3MCJS3CCSQEK/2021,86,South_King_County,2021-06-21,False,84
USA/WA-Altius-ALTCOV-P7UI22SNX3B6CLHW/2021,86,South_King_County,2021-06-19,False,84
USA/WA-Altius-ALTCOV-Y7Q5TEDFZMAVHXRO/2021,86,South_King_County,2021-06-19,False,84
