,interval,mean_percent,upper_hpd_log_95,lower_hpd_log_95,upper_hpd_log_50,lower_hpd_log_50,days,date
0,0,0.4985322504046351,0.7057092725682323,0.27123913643468417,0.5719468848737608,0.4186999595101451,0,2022-03-06
0,1,0.4199827820262743,0.5717542029081386,0.2875418760776713,0.45977678176091,0.3588136639098519,1,2022-03-05
0,2,0.4348961150177423,0.5865672026374623,0.2781425078357857,0.4808719720292401,0.3711481189028652,2,2022-03-04
0,3,0.40203011724289467,0.5494170113805195,0.25606920394114613,0.4357116370823402,0.33531782548290834,3,2022-03-03
0,4,0.38610903247628203,0.5319899033096627,0.25295274113849836,0.41792211353813385,0.32210061958631864,4,2022-03-02
0,5,0.36203616245870957,0.49241520772636427,0.23902445732004307,0.3875284152403036,0.30128468515744533,5,2022-03-01
0,6,0.3527686963358198,0.48167092719758176,0.23956617273884537,0.3686355566125616,0.2858057522115244,6,2022-02-28
0,7,0.3396884582335744,0.4835178439275939,0.20918537851108826,0.35307515477773327,0.26791204596928186,7,2022-02-27
0,8,0.34787438776246304,0.46428194332303085,0.22219316167086378,0.360422963859483,0.27902083552102297,8,2022-02-26
0,9,0.3356818197499092,0.4798919047455028,0.22242867583294876,0.3606005458827725,0.27732852400887764,9,2022-02-25
0,10,0.32721900548637217,0.48122601152080735,0.21703370500187502,0.34488800378677115,0.25900691936157955,10,2022-02-24
0,11,0.32952685357315686,0.5034331880704679,0.20252771579880977,0.3424795549297677,0.25604058176709493,11,2022-02-23
0,12,0.34295745296629093,0.5438435081804783,0.191961657006519,0.347370370937034,0.25864156638464314,12,2022-02-22
0,13,0.3744687137525479,0.6166126829512224,0.23251648576252826,0.39176528111375175,0.2997196930316466,13,2022-02-21
0,14,0.3638196920654016,0.6015748118360992,0.20718344784953008,0.3588538006248609,0.29900945967506787,14,2022-02-20
0,15,0.38853592631851613,0.6739441085906714,0.26215472272998813,0.39423102504311497,0.3273995250752651,15,2022-02-19
0,16,0.40166822698782867,0.6653610688016125,0.2248550788982613,0.39135093430035306,0.3218979027707266,16,2022-02-18
0,17,0.42955253325259446,0.6829038881992981,0.2464970730225435,0.42549188838521024,0.3488066340938188,17,2022-02-17
0,18,0.46618839145791247,0.6327767854255143,0.26322217863308545,0.5039689664110086,0.41128594636658755,18,2022-02-16
