USA/WA-UW-21050476716/2021,2,North_King_County,2021-05-04,True,2
USA/WA-S5646/2021,23,South_King_County,2021-03-12,False,23
USA/WA-UW-2021040107323/2021,25,North_King_County,2021-04-01,False,24
USA/WA-S8170/2021,25,North_King_County,2021-03-29,False,24
USA/WA-UW-21042077297/2021,25,North_King_County,2021-04-20,False,24
USA/WA-UW-21042266196/2021,25,North_King_County,2021-04-22,False,24
USA/WA-UW-21041652157/2021,25,North_King_County,2021-04-16,False,24
USA/WA-UW-2021033105059/2021,31,North_King_County,2021-03-31,True,30
USA/WA-UW-2021040664202/2021,39,North_King_County,2021-04-06,False,38
USA/WA-UW-2021041271739/2021,41,North_King_County,2021-04-12,True,39
USA/WA-CDC-UW21061553212/2021,44,North_King_County,2021-06-15,True,42
USA/WA-UW-2021040103356/2021,63,North_King_County,2021-04-01,False,61
USA/WA-UW-2021040962559/2021,76,North_King_County,2021-04-09,True,74
USA/WA-UW-21042221421/2021,82,South_King_County,2021-04-22,True,80
USA/WA-UW-21060828263/2021,94,South_King_County,2021-06-08,True,92
USA/WA-CDC-UW21052032974/2021,95,North_King_County,2021-05-20,True,93
USA/WA-UW-2021040885804/2021,96,North_King_County,2021-04-08,True,94
USA/WA-UW-21050884299/2021,97,South_King_County,2021-05-08,True,95
USA/WA-S7460/2021,98,South_King_County,2021-04-23,True,96
USA/WA-UW-21042243539/2021,101,North_King_County,2021-04-22,True,99
USA/WA-Altius-ALTCOV-LIJYJ25SMD46EBFX/2021,105,South_King_County,2021-04-26,True,103
USA/WA-Altius-ALTCOV-EABXHHCW32EUOHA5/2021,108,South_King_County,2021-06-12,False,106
USA/WA-S4755/2021,109,South_King_County,2021-01-26,True,107
USA/WA-UW-67222/2021,110,South_King_County,2021-03-13,True,108
USA/WA-UW-2021040977222/2021,115,North_King_County,2021-04-09,False,113
USA/WA-UW-2021041466916/2021,116,North_King_County,2021-04-14,False,114
USA/WA-Altius-ALTCOV-O67ASFZTZHI42IWI/2021,116,South_King_County,2021-05-06,False,114
USA/WA-S4807/2021,122,North_King_County,2021-02-05,True,120
USA/WA-UW-2021040506874/2021,129,North_King_County,2021-04-05,True,127
USA/WA-UW-65908/2021,146,South_King_County,2021-02-24,False,143
